Start_Lat,Start_Longitude,Start_Time,End_Lat,End_Longitude,End_Time,Distance,Flag,Day_time
12.847531,77.672485,01:17:18,12.847344999999999,77.672501,01:27:17,109,0,4638
12.847351,77.67244000000002,07:12:00,12.847392,77.672234,07:21:58,100,0,25920
12.838692,77.658737,07:52:33,12.838837,77.658798,08:02:30,100,0,28353
12.916435,77.62344399999998,08:39:01,12.911752,77.626076,08:43:21,667,0,31141
12.838863,77.658936,09:22:23,12.845434,77.665077,09:32:10,1200,0,33743
12.912033000000001,77.639732,09:53:06,12.912386999999999,77.637978,10:03:06,688,0,35586
12.917098,77.623413,10:14:03,12.916953999999999,77.623405,10:24:00,101,0,36843
12.917196,77.623688,10:34:20,12.916614,77.623436,10:44:13,145,0,38060
12.916614,77.623436,10:44:23,12.914943,77.624252,10:54:01,211,1,38663
12.838849,77.65880600000001,11:25:33,12.83981,77.659897,11:35:01,204,0,41133
12.916769,77.623451,12:18:10,12.911403,77.626305,12:26:48,677,0,44290
12.838658,77.659019,12:46:23,12.845481,77.661957,12:56:22,1042,0,45983
12.836103,77.657402,14:47:32,12.838778,77.658463,14:57:32,501,0,53252
12.838778,77.658463,14:57:41,12.838907,77.65885899999998,15:07:39,100,1,53861
12.838917,77.65885899999998,15:07:49,12.845427,77.665398,15:17:17,1282,2,54469
12.916752,77.623695,15:48:17,12.916625999999999,77.62383299999998,15:58:14,100,0,56897
12.916624,77.623825,15:58:24,12.915353999999999,77.624107,16:08:23,111,1,57504
12.838727,77.659103,16:29:08,12.83906,77.65918,16:39:05,101,0,59348
12.839056,77.65918,16:39:15,12.845709,77.667885,16:49:13,1518,1,59955
12.916731,77.62334399999997,17:07:29,12.911861,77.626114,17:14:07,598,0,61649
12.835974,77.657227,17:43:00,12.836275,77.65793599999998,17:52:52,325,0,63780
12.916144000000001,77.623711,18:18:47,12.911975,77.62599200000002,18:28:47,497,0,65927
12.844713,77.674286,18:39:35,12.847197999999999,77.672241,18:49:33,885,0,67175
12.8472,77.672241,18:49:43,12.847197,77.672211,18:59:41,224,1,67783
12.847448,77.672386,18:59:51,12.847002999999999,77.672577,19:09:49,109,2,68391
