Start_Lat,Start_Longitude,Start_Time,End_Lat,End_Longitude,End_Time,Distance,Flag,Day_time
12.847273,77.672668,07:47:44,12.846943,77.67205,07:57:42,100,0,28064
12.846943,77.67205,08:18:08,12.847285000000001,77.670952,08:28:00,1534,0,29888
12.913619,77.624725,08:38:48,12.917144,77.622803,08:48:45,712,0,31128
12.917394999999999,77.624084,08:59:03,12.911857000000001,77.626015,09:07:11,672,0,32343
12.838138,77.658455,09:27:26,12.845426,77.66484100000001,09:37:24,1440,0,34046
12.916648,77.632324,09:58:49,12.916817,77.623489,10:08:46,1112,0,35929
12.91681,77.623489,10:08:56,12.911597,77.626144,10:18:54,570,1,36536
12.83564,77.657066,10:39:20,12.83889,77.658928,10:49:17,561,0,38360
12.91587,77.63359100000001,11:24:29,12.917211,77.62359599999999,11:34:27,1172,0,41069
12.917211,77.62359599999999,11:34:37,12.913178,77.625977,11:44:32,1181,1,41677
12.913006,77.62606,11:44:42,12.916634,77.62354300000001,11:54:39,723,2,42282
12.842628,77.660301,12:25:24,12.838944999999999,77.65892,12:35:21,1647,0,44724
12.838875,77.658897,13:22:30,12.845671000000001,77.667473,13:32:28,1607,0,48150
12.916705,77.629829,13:53:23,12.91676,77.623367,14:03:21,1056,0,50003
12.916611,77.62344399999999,14:23:49,12.911842,77.626122,14:33:44,498,0,51829
12.916169,77.623672,15:40:00,12.911721,77.626244,15:46:59,493,0,56400
12.838513,77.659035,16:06:44,12.838444,77.658524,16:16:37,201,0,58004
12.838455,77.658508,16:16:47,12.844598,77.659523,16:26:45,1506,1,58607
12.916634,77.63095899999999,17:00:46,12.911816,77.626122,17:10:43,1460,0,61246
12.836592999999999,77.657791,17:31:58,12.838762,77.658836,17:41:55,332,0,63118
12.847377,77.672165,18:34:17,12.847095,77.672607,18:44:16,203,0,66857
