Start_Lat,Start_Longitude,Start_Time,End_Lat,End_Longitude,End_Time,Distance,Flag
12.925044999999999,77.592834,06:26:28,12.924743,77.592957,06:50:07,109,1
12.924821000000001,77.592995,07:19:40,12.923247,77.589478,07:29:37,657,1
12.917437,77.572769,07:39:36,12.917114999999999,77.583344,07:49:33,1259,1
12.916708,77.60462199999999,07:59:31,12.916734,77.609459,08:09:29,522,1
12.916734,77.609459,08:09:29,12.91655,77.61412,08:19:26,536,2
12.91655,77.61412,08:19:26,12.914753,77.624374,08:29:05,1237,3
12.914753,77.624374,08:29:05,12.911294,77.626373,08:34:53,459,4
12.836495,77.657753,08:55:24,12.836142,77.657265,09:05:22,212,1
12.836142,77.657265,09:05:22,12.838906,77.658836,09:14:59,434,2
12.838906,77.658836,09:14:59,12.845685000000001,77.667664,09:23:18,1513,3
12.911709,77.62586999999999,09:33:06,12.916184,77.616646,09:43:04,1247,1
12.916184,77.616646,09:43:04,12.916583000000001,77.605476,09:53:04,1211,2
12.916934,77.58649399999999,10:03:03,12.917246,77.573898,10:13:00,1432,1
12.917246,77.573898,10:13:00,12.917129,77.585289,10:22:57,1535,2
12.916739,77.60335500000001,10:32:36,12.916632,77.614609,10:42:33,1149,1
12.916632,77.614609,10:42:33,12.917107000000001,77.621742,10:51:53,766,2
12.917107000000001,77.621742,10:51:53,12.911779,77.626114,10:57:01,787,3
12.836003,77.657143,11:16:07,12.836077000000001,77.657646,11:26:04,103,1
12.845844999999999,77.661575,11:36:02,12.846303,77.66893,11:39:21,905,1
12.917377,77.573883,12:19:17,12.917205000000001,77.580116,12:29:14,1092,1
12.916278,77.616966,12:49:00,12.914753999999999,77.62439,12:58:18,993,1
12.914753999999999,77.62439,12:58:18,12.909543,77.627411,13:00:27,632,2
12.911895,77.625793,13:40:00,12.916062,77.623207,13:49:08,473,1
12.916062,77.623207,13:49:08,12.916407000000001,77.62309300000001,14:01:55,108,2
12.916407000000001,77.62309300000001,14:01:55,12.916417,77.610489,14:11:52,1381,3
12.917344,77.573898,14:30:27,12.91755,77.573875,14:39:55,1169,1
12.916947,77.621735,14:59:50,12.911964,77.62606,15:09:48,896,1
12.836136999999999,77.65729499999999,15:28:23,12.838811999999999,77.658745,15:38:14,349,1
12.838811999999999,77.658745,15:38:14,12.845494,77.664963,15:48:11,1243,2
12.845494,77.664963,15:48:11,12.846259,77.669044,15:50:40,460,3
12.91131,77.62619000000001,16:00:38,12.919096000000001,77.622742,16:10:36,1193,1
12.919096000000001,77.622742,16:10:36,12.911878999999999,77.626091,16:20:33,717,2
12.911878999999999,77.626091,16:20:33,12.909653,77.62735699999999,16:25:12,224,3
12.836061,77.657158,17:05:04,12.838417,77.658699,17:14:52,317,1
12.838417,77.658699,17:29:48,12.839402,77.659584,17:46:44,102,2
12.839402,77.659584,17:46:44,12.845499,77.664803,17:56:43,1202,3
12.845499,77.664803,17:56:43,12.846196,77.668747,17:58:32,357,4
12.902499,77.631699,18:08:29,12.914419,77.624191,18:18:28,1626,1
12.914419,77.624191,18:18:28,12.916277000000001,77.618042,18:28:25,718,2
12.916277000000001,77.618042,18:28:25,12.91643,77.610321,18:38:13,798,3
12.91643,77.610321,18:38:13,12.916559,77.600311,18:48:12,1077,4
12.916559,77.600311,18:48:12,12.923196,77.593651,18:58:09,1438,5
12.923196,77.593651,18:58:09,12.924863,77.593216,19:08:07,420,6
12.924863,77.593216,19:08:07,12.924724000000001,77.59225500000001,19:18:04,110,7
