Start_Lat,Start_Longitude,Start_Time,End_Lat,End_Longitude,End_Time,Distance,Flag,Day_time
12.924582000000001,77.592506,00:21:58,12.924904,77.59246800000001,00:31:56,101,0,1318
12.924728,77.592865,08:01:29,12.924923,77.59303299999999,08:11:27,121,0,28889
12.917146,77.580063,08:31:52,12.916822999999999,77.594849,08:41:50,1592,0,30712
12.916830000000001,77.594963,08:42:00,12.916667,77.60932199999999,08:51:58,1493,1,31320
12.916667,77.60932199999999,08:52:08,12.916848,77.621124,09:02:05,1250,2,31928
12.83845,77.658798,09:30:18,12.836072999999999,77.657166,09:40:16,353,0,34218
12.836064,77.657166,09:50:34,12.840688,77.660011,10:00:21,648,0,35434
12.84169,77.66031600000001,10:00:41,12.845226,77.660698,10:10:29,552,1,36041
12.916441,77.61367800000001,10:31:14,12.91662,77.60123399999999,10:41:11,1361,0,37874
12.91662,77.60123399999999,10:41:21,12.916899,77.58600600000001,10:51:19,1587,1,38481
12.916896000000001,77.585999,10:51:29,12.917435000000001,77.574081,11:01:27,1272,2,39089
12.917435000000001,77.574081,11:01:37,12.917725,77.573792,11:11:34,310,3,39697
12.916727999999999,77.594826,11:21:52,12.916606,77.610474,11:31:49,1619,0,40912
12.91657,77.61061099999999,11:31:59,12.916493,77.620285,11:41:58,1086,1,41519
12.916792,77.62101700000001,11:42:17,12.911665,77.626183,11:50:55,1017,2,42137
12.835930000000001,77.65708199999999,12:30:16,12.845142,77.66014100000001,12:40:14,1105,0,45016
12.916442,77.61391400000001,13:01:09,12.916623,77.601166,13:11:06,1382,0,46869
12.916991000000001,77.58489200000001,13:21:24,12.917338,77.572914,13:31:22,1402,0,48084
12.917422,77.572983,13:31:32,12.91709,77.585037,13:41:30,1436,1,48692
12.83605,77.657143,14:44:34,12.839163000000001,77.659302,14:54:31,428,0,53074
12.83618,77.65735600000001,16:41:46,12.845172999999999,77.660202,16:51:45,1027,0,60106
12.845178,77.660248,16:51:55,12.846061,77.668297,16:59:33,917,1,60715
12.916385,77.623138,17:18:18,12.911553,77.62628199999999,17:26:57,722,0,62298
12.835957,77.657562,18:06:17,12.836151,77.657372,18:16:15,113,0,65177
12.836152,77.657372,18:16:25,12.838436,77.658691,18:26:16,207,1,65785
12.838975999999999,77.65898100000001,18:26:36,12.845475,77.665192,18:36:33,1256,2,66396
12.914264,77.624352,18:57:59,12.91623,77.619354,19:07:46,664,0,68279
12.916226,77.618439,19:08:06,12.916522,77.60862,19:18:04,1096,1,68886
12.920584,77.5952,19:28:16,12.924597,77.592567,19:38:14,743,0,70096
12.924597,77.592567,19:48:31,12.924593,77.592171,19:58:23,101,0,71311
