Start_Lat,Start_Longitude,Start_Time,End_Lat,End_Longitude,End_Time,Distance,Flag
12.924525,77.592316,00:33:33,12.924532000000001,77.592316,00:43:30,100,1
12.924986,77.592201,06:55:08,12.924576,77.5923,07:05:06,522,1
12.924576,77.5923,07:05:06,12.92481,77.592964,07:14:44,763,2
12.92481,77.592964,07:44:37,12.921744,77.588013,07:54:34,927,3
12.921744,77.588013,07:54:34,12.916981,77.58890500000001,08:04:19,1296,4
12.916587,77.60554499999999,08:14:16,12.916591,77.610535,08:24:14,642,1
12.916591,77.610535,08:24:14,12.91629,77.61640200000001,08:34:12,556,2
12.91629,77.61640200000001,08:34:12,12.911938000000001,77.62602199999999,08:44:09,1432,3
12.911938000000001,77.62602199999999,08:44:09,12.909301,77.627533,08:48:58,240,4
12.836049000000001,77.657188,09:19:41,12.838396000000001,77.658546,09:29:38,312,1
12.838396000000001,77.658546,09:29:38,12.845450999999999,77.665115,09:39:37,1332,2
12.845450999999999,77.665115,09:39:37,12.846136,77.668648,09:41:56,446,3
12.916509,77.608223,10:00:43,12.916819,77.59259,10:10:11,1649,1
12.917563000000001,77.575974,10:20:08,12.917722999999999,77.573853,10:27:37,553,1
12.91655,77.612686,10:47:31,12.917021,77.62183399999999,10:56:22,1025,1
12.917021,77.62183399999999,10:56:22,12.911652,77.626175,11:05:39,814,2
12.91179,77.62583199999999,11:51:38,12.916356,77.61507399999999,12:00:53,1461,1
12.916356,77.61507399999999,12:00:53,12.916595,77.601311,12:10:40,1506,2
12.917049,77.58500699999999,12:20:38,12.917188000000001,77.573883,12:29:47,1190,1
12.917188000000001,77.573883,12:29:47,12.917616,77.575905,12:39:24,660,2
12.917616,77.575905,12:39:24,12.917125,77.58521999999999,12:49:21,1059,3
12.915997,77.62305500000001,14:08:09,12.916549,77.608925,14:17:54,1511,1
12.917182,77.58600600000001,14:27:52,12.917394,77.573914,14:37:49,1252,1
12.917394,77.573914,14:37:49,12.917394,77.573914,14:47:47,100,2
12.917394,77.573914,14:47:47,12.917597,77.573929,14:57:44,405,3
12.917597,77.573929,14:57:44,12.917053999999998,77.584541,15:07:42,1251,4
12.916964,77.621735,15:26:10,12.915965,77.623772,15:36:08,331,1
12.915965,77.623772,15:36:08,12.912086,77.625923,15:44:56,464,2
12.840000999999999,77.65975999999999,16:09:00,12.845699,77.66776999999999,16:17:09,1309,1
12.911752,77.625908,16:26:07,12.91715,77.62293199999999,16:36:05,711,1
12.916367,77.633705,16:45:23,12.914699,77.62442,16:54:51,1381,1
12.836147,77.65731,17:34:44,12.836741,77.65825699999999,17:44:41,105,1
12.836741,77.65825699999999,17:44:41,12.838517999999999,77.658821,17:54:39,315,2
12.838517999999999,77.658821,17:54:39,12.8455,77.664932,18:04:37,1205,3
12.8455,77.664932,18:04:37,12.846238,77.66886099999999,18:08:16,448,4
12.906439,77.629349,18:18:15,12.915464,77.623589,18:28:12,1098,1
12.915464,77.623589,18:28:12,12.916423,77.612572,18:38:10,1241,2
12.916423,77.612572,18:38:10,12.918814999999999,77.59996,18:47:48,1640,3
12.918814999999999,77.59996,18:47:48,12.924445,77.59279599999999,18:57:45,1562,4
12.924445,77.59279599999999,18:57:45,12.924508,77.592598,19:07:43,202,5
