Start_Lat,Start_Longitude,Start_Time,End_Lat,End_Longitude,End_Time,Distance,Flag,Day_time
12.977412,77.574097,03:22:25,12.977484,77.571503,03:32:23,417,0,12145
12.9775,77.57109100000001,04:02:55,12.980305,77.57222,04:12:03,336,0,14575
12.923164,77.59626,05:49:22,12.924552,77.593002,05:59:21,646,0,20962
12.924629,77.593079,07:50:51,12.924535,77.592148,08:00:48,309,0,28251
12.924631,77.59214,08:11:06,12.924301,77.59225500000001,08:21:04,101,0,29466
12.924301,77.592239,08:21:13,12.923307000000001,77.58918,08:31:01,899,1,30073
12.916819,77.595161,08:51:36,12.916641,77.608887,09:01:35,1479,0,31896
12.916641,77.608887,09:01:45,12.916478,77.614822,09:11:42,666,1,32505
12.916478,77.61483,09:11:52,12.915168,77.624107,09:21:49,1100,2,33112
12.91502,77.624184,09:21:59,12.911032,77.62653399999999,09:24:59,492,3,33719
12.839082000000001,77.65918,09:47:23,12.835979,77.657478,09:57:21,422,0,35243
12.835975,77.657455,10:17:46,12.838731,77.65876800000001,10:27:44,437,0,37066
12.838769000000001,77.65876800000001,10:27:54,12.845481,77.66499300000001,10:37:52,1268,1,37674
12.916530999999999,77.60764300000001,10:58:37,12.916571000000001,77.59938000000001,11:08:04,1104,0,39517
12.917035,77.58054399999999,11:18:52,12.917798,77.573425,11:28:49,1020,0,40732
12.916497999999999,77.614326,11:49:44,12.91554,77.623985,11:59:43,1457,0,42584
12.83578,77.657349,12:22:17,12.843105,77.660278,12:32:15,916,0,44537
12.917062,77.58114599999999,13:13:25,12.917698,77.572189,13:23:22,1084,0,47605
12.916414,77.615433,13:44:08,12.916648,77.623329,13:54:06,879,0,49448
12.835962,77.65748599999999,14:58:09,12.840316,77.659912,15:08:06,652,0,53889
12.917067999999999,77.581078,15:56:25,12.917689999999999,77.574318,16:06:23,1626,0,57385
12.916437,77.615303,16:26:58,12.911338,77.626312,16:36:55,1574,0,59218
12.911311,77.626328,16:37:05,12.909888,77.627213,16:39:45,218,1,59825
12.836175,77.657219,18:19:11,12.838137,77.658478,18:29:08,315,0,65951
12.838137,77.658478,18:29:18,12.84042,77.65995799999999,18:39:16,301,1,66558
12.915474,77.623573,19:06:59,12.91629,77.61547900000001,19:16:57,976,0,68819
12.916298,77.61544,19:17:07,12.916638,77.603767,19:27:05,1202,1,69427
12.916627,77.603249,19:27:14,12.92033,77.600075,19:37:13,853,2,70034
12.92033,77.600075,19:37:23,12.924976,77.592987,19:47:20,1227,3,70643
