Start_Lat,Start_Longitude,Start_Time,End_Lat,End_Longitude,End_Time,Distance,Flag,Day_time
12.924911999999999,77.592461,07:58:28,12.92485,77.592987,08:08:25,106,0,28708
12.924851,77.592987,08:08:35,12.924435,77.592316,08:18:33,207,1,29315
12.924436,77.592316,08:18:43,12.924897,77.593254,08:28:40,115,2,29923
12.916649000000001,77.60968000000003,08:59:23,12.91643,77.615273,09:09:21,642,0,32363
12.916436000000001,77.615379,09:09:31,12.916762,77.620995,09:19:28,533,1,32971
12.916762,77.620995,09:19:38,12.91119,77.626434,09:29:06,944,2,33578
12.917288000000001,77.573784,11:03:44,12.918246,77.57289899999998,11:13:41,213,0,39824
12.918363000000001,77.572838,11:13:51,12.9171,77.58474,11:23:49,1466,1,40431
12.917067,77.58474,11:23:59,12.916746,77.597893,11:32:57,1384,2,41039
12.916269999999999,77.6166,11:44:14,12.913348,77.625168,11:54:02,1205,0,42254
12.91255,77.625671,11:54:22,12.910071,77.627083,11:58:11,316,1,42862
12.835987,77.65715,12:27:54,12.840043,77.659798,12:37:51,578,0,44874
12.916389,77.611565,13:03:16,12.916801,77.595116,13:13:00,1526,0,46996
12.917562,77.576157,13:23:28,12.917667,77.576012,13:33:16,1135,0,48208
12.917635,77.577545,13:33:46,12.916986,77.588837,13:43:33,1437,0,48826
12.916708,77.609589,13:54:20,12.916997,77.621727,14:04:18,1273,0,50060
12.836038,77.657089,15:02:24,12.838998,77.658867,15:12:22,438,0,54144
12.916355000000001,77.612709,15:58:11,12.916411,77.619629,16:07:48,659,0,57491
12.9171,77.621887,16:08:29,12.911799,77.62616700000002,16:18:26,1154,0,58109
12.911799,77.62616700000002,16:18:36,12.910101,77.62709,16:20:06,137,1,58716
12.83988,77.659821,16:39:31,12.846191000000001,77.66869399999999,16:49:29,1591,0,59971
12.917015,77.62289399999997,17:00:57,12.916355000000001,77.623604,17:10:44,866,0,61257
12.838473,77.658798,17:33:59,12.836189,77.65728,17:43:56,439,0,63239
12.836183,77.65728,17:54:14,12.836207,77.657333,18:04:12,102,0,64454
12.836642,77.65778399999998,18:34:44,12.845229,77.66040799999998,18:44:42,1075,0,66884
12.845511,77.661407,18:45:02,12.846221,77.66886099999998,18:51:11,880,1,67502
12.916397,77.623047,19:09:56,12.91645,77.613541,19:19:54,1133,0,68996
12.91645,77.613541,19:20:04,12.916625,77.600655,19:30:02,1350,1,69604
12.916625,77.600655,19:30:12,12.923527,77.59343,19:40:10,1460,2,70212
12.923853999999999,77.593452,19:40:20,12.92492,77.592308,19:50:17,232,3,70820
12.924904,77.5923,23:33:09,12.924710000000001,77.592163,23:43:08,213,0,84789
