LAT,LONGITUDE,IST_TIME,IST_DATE,SPEED_KMPH,Time_sec,Slot_no
12.779137,77.769867,00:00:12,2016-07-23,0,12,-1
12.924862,77.592682,00:01:18,2016-07-23,0,78,0
12.84715,77.67246999999998,00:13:40,2016-07-23,0,820,139
12.846615,77.67156999999997,00:26:36,2016-07-23,0,1596,139
12.924262,77.59201,00:26:35,2016-07-23,0,1595,2
12.855004,77.665054,00:28:26,2016-07-23,0,1706,132
12.855673,77.664497,00:28:45,2016-07-23,17,1725,132
12.856148,77.664085,00:28:55,2016-07-23,6,1735,132
12.869535,77.653328,00:31:15,2016-07-23,0,1875,121
12.906753,77.628906,00:36:24,2016-07-23,0,2184,87
12.920106,77.620789,00:39:43,2016-07-23,0,2383,13
12.948746,77.593361,00:48:41,2016-07-23,18,2921,1
12.963626,77.585091,00:52:40,2016-07-23,10,3160,12
12.966069,77.586823,00:53:40,2016-07-23,12,3220,11
12.972559,77.581749,00:55:29,2016-07-23,0,3329,17
12.975488,77.575623,00:56:59,2016-07-23,13,3419,22
12.976866,77.574585,00:58:19,2016-07-23,0,3499,23
12.977018,77.574249,01:44:11,2016-07-23,0,6251,24
12.847009,77.672562,02:14:22,2016-07-23,0,8062,139
12.9244,77.59225500000002,02:57:19,2016-07-23,0,10639,2
12.946904,77.594574,04:22:24,2016-07-23,6,15744,49
12.943185,77.597336,04:23:34,2016-07-23,0,15814,51
12.936407,77.606842,04:25:53,2016-07-23,5,15953,60
12.934146,77.61061099999998,04:26:53,2016-07-23,17,16013,64
12.929707,77.615112,04:28:03,2016-07-23,0,16083,68
12.922533,77.619469,04:29:42,2016-07-23,13,16182,9
12.921204,77.6203,04:30:12,2016-07-23,0,16212,12
12.90616,77.629524,04:33:31,2016-07-23,17,16411,88
12.905265,77.630096,04:34:11,2016-07-23,0,16451,89
12.914736,77.624268,04:31:42,2016-07-23,0,16302,78
12.894324,77.63687900000002,04:36:01,2016-07-23,0,16561,98
12.889816,77.639618,04:37:01,2016-07-23,19,16621,102
12.870564,77.652962,04:39:40,2016-07-23,0,16780,120
12.854139,77.665977,04:42:20,2016-07-23,0,16940,133
12.848135,77.670822,04:43:39,2016-07-23,6,17019,138
12.836238,77.679291,04:45:39,2016-07-23,0,17139,-1
12.819461,77.68885,04:48:19,2016-07-23,17,17299,-1
12.819164,77.68914000000002,04:48:39,2016-07-23,7,17319,-1
12.802631,77.704338,04:51:48,2016-07-23,9,17508,-1
12.793955,77.722015,04:54:37,2016-07-23,0,17677,-1
12.786733,77.741997,04:57:36,2016-07-23,0,17856,-1
12.779058,77.770134,05:01:06,2016-07-23,0,18066,-1
12.780011,77.766479,05:03:55,2016-07-23,17,18235,-1
12.785384,77.750801,05:06:25,2016-07-23,0,18385,-1
12.78656,77.74185899999998,05:08:44,2016-07-23,11,18524,-1
