LAT,LONGITUDE,IST_TIME,IST_DATE,SPEED_KMPH,Time_sec,Slot_no
12.924598,77.592186,00:19:22,2016-07-06,0,1162,1
12.924433,77.592857,00:24:35,2016-07-06,0,1475,0
12.846977,77.672653,00:26:52,2016-07-06,0,1612,139
12.84706,77.672569,00:26:47,2016-07-06,0,1607,139
12.846851,77.672493,05:55:35,2016-07-06,0,21335,139
12.84701,77.672508,06:55:16,2016-07-06,0,24916,139
12.924948,77.592743,07:04:34,2016-07-06,15,25474,0
12.924876,77.592628,07:04:44,2016-07-06,0,25484,0
12.924734,77.592484,07:05:03,2016-07-06,0,25503,1
12.924938,77.592499,07:06:23,2016-07-06,8,25583,0
12.924991,77.59234599999998,07:06:33,2016-07-06,0,25593,0
12.847505,77.67450699999998,07:10:56,2016-07-06,9,25856,138
12.845768,77.671959,07:12:46,2016-07-06,6,25966,141
12.846976,77.671104,07:13:36,2016-07-06,17,26016,139
12.911302,77.626205,07:26:02,2016-07-06,11,26762,82
12.924965,77.592354,07:26:44,2016-07-06,0,26804,0
12.916416,77.623032,07:27:53,2016-07-06,0,26873,68
12.916813,77.621422,07:29:04,2016-07-06,0,26944,51
12.916286,77.615898,07:30:34,2016-07-06,0,27034,69
12.916505,77.610588,07:32:13,2016-07-06,11,27133,64
12.916574,77.606995,07:35:33,2016-07-06,17,27333,60
12.916612,77.604416,07:36:33,2016-07-06,0,27393,58
12.916708,77.603439,07:36:53,2016-07-06,15,27413,57
12.916617,77.601036,07:37:42,2016-07-06,0,27462,54
12.916642,77.599266,07:39:21,2016-07-06,18,27561,53
12.916693,77.597137,07:39:52,2016-07-06,12,27592,51
12.916747,77.595947,07:40:22,2016-07-06,16,27622,50
12.91685,77.593742,07:42:31,2016-07-06,0,27751,48
12.916786,77.592239,07:43:01,2016-07-06,14,27781,4
12.916857,77.58908100000002,07:43:41,2016-07-06,0,27821,7
12.916911,77.586662,07:44:31,2016-07-06,0,27871,11
12.917008,77.583687,07:45:30,2016-07-06,17,27930,15
12.917055,77.58068100000001,07:46:10,2016-07-06,0,27970,18
12.917098,77.578705,07:49:00,2016-07-06,6,28140,19
12.917173,77.57814,07:49:10,2016-07-06,18,28150,20
12.917572,77.576263,07:49:50,2016-07-06,16,28190,22
12.917603,77.575027,07:51:19,2016-07-06,0,28279,23
12.9251,77.592377,07:49:54,2016-07-06,9,28194,4
12.925161,77.592392,07:50:04,2016-07-06,0,28204,4
12.924672,77.592232,07:48:58,2016-07-06,0,28138,1
12.847013,77.672607,07:56:12,2016-07-06,0,28572,139
12.925004,77.592331,07:53:54,2016-07-06,10,28434,4
12.924981,77.592232,07:54:04,2016-07-06,0,28444,0
12.91761,77.57724,08:00:46,2016-07-06,18,28846,21
12.917094,77.583282,08:02:27,2016-07-06,0,28947,15
12.917078,77.58422900000002,08:02:57,2016-07-06,11,28977,14
12.916969,77.58886700000002,08:05:16,2016-07-06,18,29116,7
12.916861,77.59225500000002,08:06:25,2016-07-06,0,29185,4
12.916836,77.594086,08:07:45,2016-07-06,0,29265,48
12.916832,77.59607700000002,08:09:35,2016-07-06,6,29375,50
12.916741,77.602631,08:12:14,2016-07-06,0,29534,56
12.91662,77.606438,08:13:44,2016-07-06,0,29624,60
12.916599,77.60883299999998,08:14:33,2016-07-06,13,29673,62
12.916485,77.61425799999998,08:17:13,2016-07-06,0,29833,68
12.924671,77.59225500000002,08:07:37,2016-07-06,0,29257,1
