LAT,LONGITUDE,IST_TIME,IST_DATE,SPEED_KMPH,Time_sec,Slot_no
12.924827,77.592384,00:02:34,2016-07-14,0,154,0
12.84696,77.672813,00:14:57,2016-07-14,0,897,139
12.924539,77.592621,00:21:35,2016-07-14,0,1295,1
12.847194,77.672783,00:23:01,2016-07-14,0,1381,139
12.924692,77.592224,02:03:29,2016-07-14,0,7409,1
12.847001,77.672668,02:15:44,2016-07-14,0,8144,139
12.924478,77.592575,02:22:26,2016-07-14,0,8546,1
12.847138,77.672798,02:23:44,2016-07-14,0,8624,139
12.847117,77.672768,06:09:21,2016-07-14,0,22161,139
12.847117,77.672775,06:09:50,2016-07-14,0,22190,139
12.847115,77.672775,06:10:00,2016-07-14,0,22200,139
12.847114,77.672783,06:10:10,2016-07-14,0,22210,139
12.847114,77.672775,06:10:20,2016-07-14,0,22220,139
12.847116,77.67276,06:10:30,2016-07-14,0,22230,139
12.847122,77.672722,06:10:40,2016-07-14,0,22240,139
12.847125,77.672699,06:10:50,2016-07-14,0,22250,139
12.847126,77.672676,06:11:00,2016-07-14,0,22260,139
12.847123,77.672653,06:11:10,2016-07-14,0,22270,139
12.847118,77.672638,06:11:20,2016-07-14,0,22280,139
12.84712,77.672638,06:11:30,2016-07-14,0,22290,139
12.847119,77.672646,06:11:40,2016-07-14,0,22300,139
12.847114,77.672661,06:11:50,2016-07-14,0,22310,139
12.847103,77.672699,06:12:00,2016-07-14,0,22320,139
12.847099,77.672729,06:12:09,2016-07-14,0,22329,139
12.847085,77.67276,06:12:19,2016-07-14,0,22339,139
12.847084,77.672768,06:12:29,2016-07-14,0,22349,139
12.847094,77.672775,06:12:39,2016-07-14,0,22359,139
12.847025,77.672768,06:12:49,2016-07-14,5,22369,139
12.846895,77.672546,06:12:59,2016-07-14,7,22379,139
12.84694,77.672455,06:13:09,2016-07-14,5,22389,139
12.846978,77.67242399999998,06:13:19,2016-07-14,0,22399,139
12.846976,77.67242399999998,06:13:29,2016-07-14,0,22409,139
12.846977,77.67242399999998,06:13:39,2016-07-14,0,22419,139
12.84698,77.67244000000002,06:13:59,2016-07-14,0,22439,139
12.84698,77.67244699999998,06:14:09,2016-07-14,0,22449,139
12.846988,77.67244699999998,06:14:20,2016-07-14,0,22460,139
12.84699,77.67244699999998,06:14:30,2016-07-14,0,22470,139
12.846996,77.67244699999998,06:14:40,2016-07-14,0,22480,139
12.847,77.672455,06:14:49,2016-07-14,0,22489,139
12.846996,77.672455,06:14:59,2016-07-14,0,22499,139
12.846991,77.67244699999998,06:15:09,2016-07-14,0,22509,139
12.846992,77.672455,06:15:19,2016-07-14,0,22519,139
12.847001,77.672462,06:15:29,2016-07-14,0,22529,139
12.847009,77.672455,06:15:39,2016-07-14,0,22539,139
12.847019,77.672455,06:15:49,2016-07-14,0,22549,139
12.847022,77.672462,06:15:59,2016-07-14,0,22559,139
12.847028,77.672462,06:16:09,2016-07-14,0,22569,139
12.847024,77.67244699999998,06:16:19,2016-07-14,0,22579,139
12.847024,77.67244000000002,06:16:29,2016-07-14,0,22589,139
12.847025,77.672432,06:16:39,2016-07-14,0,22599,139
12.847023,77.67241700000002,06:16:49,2016-07-14,0,22609,139
12.847019,77.672409,06:16:59,2016-07-14,0,22619,139
12.847019,77.67241700000002,06:17:09,2016-07-14,0,22629,139
12.847046,77.672371,06:17:19,2016-07-14,0,22639,139
12.847128,77.672211,06:17:29,2016-07-14,6,22649,139
12.84713,77.672112,06:17:39,2016-07-14,0,22659,139
12.847122,77.672089,06:17:48,2016-07-14,0,22668,139
12.847046,77.67201999999997,06:17:58,2016-07-14,5,22678,139
12.847003,77.67199699999998,06:18:08,2016-07-14,0,22688,139
12.847011,77.672035,06:18:18,2016-07-14,0,22698,139
12.847023,77.67199699999998,06:18:28,2016-07-14,0,22708,139
12.847023,77.671989,06:18:36,2016-07-14,0,22716,139
12.847021,77.671989,06:37:04,2016-07-14,0,23824,139
12.84702,77.671989,06:38:33,2016-07-14,0,23913,139
12.847021,77.671982,06:39:13,2016-07-14,0,23953,139
12.847022,77.671989,06:39:43,2016-07-14,0,23983,139
12.847019,77.671989,06:45:02,2016-07-14,0,24302,139
12.846995,77.67196700000002,06:50:00,2016-07-14,0,24600,139
12.846812,77.671989,06:50:10,2016-07-14,6,24610,139
12.846634,77.672157,06:50:20,2016-07-14,11,24620,139
12.846516,77.672394,06:50:30,2016-07-14,10,24630,140
12.846668,77.672646,06:50:39,2016-07-14,10,24639,139
12.846817,77.672935,06:50:50,2016-07-14,16,24650,139
12.846979,77.67334699999998,06:51:00,2016-07-14,18,24660,139
12.924452,77.592613,06:50:40,2016-07-14,0,24640,1
12.847552,77.674789,06:51:30,2016-07-14,6,24690,138
12.84731,77.674706,06:51:40,2016-07-14,17,24700,138
12.846066,77.67175300000002,06:53:29,2016-07-14,11,24809,140
12.846179,77.67169200000002,06:53:39,2016-07-14,0,24819,140
12.846403,77.671494,06:53:49,2016-07-14,15,24829,140
12.847176,77.67100500000002,06:54:09,2016-07-14,16,24849,139
12.847308,77.67092099999998,06:54:19,2016-07-14,0,24859,138
12.847306,77.67092099999998,06:55:19,2016-07-14,0,24919,138
12.847307,77.67092099999998,06:55:38,2016-07-14,0,24938,138
12.847312,77.67092099999998,06:55:58,2016-07-14,0,24958,138
12.84735,77.670906,06:56:08,2016-07-14,0,24968,138
12.847522,77.670776,06:56:18,2016-07-14,8,24978,138
12.847778,77.670563,06:56:28,2016-07-14,16,24988,138
12.911796,77.625893,07:05:38,2016-07-14,0,25538,82
12.911809,77.62586999999998,07:05:48,2016-07-14,5,25548,82
12.912164,77.625641,07:05:58,2016-07-14,19,25558,81
12.914954,77.62395500000002,07:06:38,2016-07-14,19,25598,78
12.916898,77.622833,07:07:18,2016-07-14,18,25638,49
12.917191,77.62289399999997,07:07:28,2016-07-14,0,25648,26
12.917198,77.62291,07:07:38,2016-07-14,0,25658,26
12.917219,77.622917,07:07:48,2016-07-14,0,25668,26
12.917231,77.622948,07:07:57,2016-07-14,0,25677,26
12.917276,77.62299300000002,07:08:07,2016-07-14,0,25687,26
12.917274,77.622955,07:08:17,2016-07-14,0,25697,26
12.917269,77.622955,07:08:27,2016-07-14,0,25707,26
12.917268,77.622955,07:08:37,2016-07-14,0,25717,26
12.917266,77.622948,07:08:47,2016-07-14,0,25727,26
12.91726,77.622955,07:08:57,2016-07-14,0,25737,26
12.917255,77.622955,07:09:07,2016-07-14,0,25747,26
12.917254,77.623016,07:09:17,2016-07-14,0,25757,26
12.917325,77.623039,07:09:27,2016-07-14,0,25767,26
12.917336,77.623047,07:09:37,2016-07-14,0,25777,26
12.917343,77.62305500000002,07:09:47,2016-07-14,0,25787,26
12.917427,77.623138,07:09:57,2016-07-14,8,25797,26
12.917533,77.623428,07:10:07,2016-07-14,9,25807,26
12.91754,77.623489,07:10:17,2016-07-14,0,25817,26
12.917542,77.623489,07:10:27,2016-07-14,0,25827,26
12.917542999999998,77.623497,07:10:36,2016-07-14,0,25836,26
12.917545,77.623497,07:10:46,2016-07-14,0,25846,26
12.917529,77.623566,07:10:56,2016-07-14,7,25856,26
12.917527,77.623779,07:11:06,2016-07-14,14,25866,26
12.917611,77.624229,07:11:16,2016-07-14,16,25876,26
12.91766,77.624535,07:11:26,2016-07-14,8,25886,26
