LAT,LONGITUDE,IST_TIME,IST_DATE,SPEED_KMPH,Time_sec,Slot_no
12.846964,77.6726,00:02:27,2016-07-10,0,147,139
12.924492,77.592575,00:09:58,2016-07-10,0,598,1
12.924388,77.592674,00:13:41,2016-07-10,0,821,2
12.924361,77.59272,00:15:47,2016-07-10,0,947,2
12.924362,77.59272,00:16:36,2016-07-10,0,996,2
12.924363,77.59272,00:17:06,2016-07-10,0,1026,2
12.976679,77.57466099999998,00:17:12,2016-07-10,0,1032,23
12.924356,77.592674,00:17:36,2016-07-10,0,1056,2
12.92438,77.59270500000002,00:17:46,2016-07-10,0,1066,2
12.92442,77.59281899999998,00:17:56,2016-07-10,6,1076,0
12.924407,77.592979,00:18:06,2016-07-10,0,1086,1
12.924388,77.593132,00:18:16,2016-07-10,6,1096,1
12.924555,77.593254,00:18:26,2016-07-10,10,1106,1
12.924894,77.593147,00:18:36,2016-07-10,6,1116,0
12.924955,77.593102,00:18:45,2016-07-10,0,1125,0
12.924956,77.593102,00:18:55,2016-07-10,0,1135,0
12.924957,77.593109,00:19:05,2016-07-10,0,1145,0
12.924961,77.593056,00:19:35,2016-07-10,0,1175,0
12.92497,77.593018,00:19:45,2016-07-10,0,1185,0
12.924965,77.593018,00:19:55,2016-07-10,0,1195,0
12.924962,77.593018,00:20:05,2016-07-10,0,1205,0
12.924955,77.59300999999998,00:20:15,2016-07-10,0,1215,0
12.924949,77.593002,00:20:25,2016-07-10,0,1225,0
12.924944,77.593002,00:20:35,2016-07-10,0,1235,0
12.924933,77.593002,00:20:45,2016-07-10,0,1245,0
12.924928,77.592995,00:21:05,2016-07-10,0,1265,0
12.924948,77.59275799999998,00:21:14,2016-07-10,17,1274,0
12.924916,77.592392,00:21:24,2016-07-10,12,1284,0
12.924601,77.592415,00:21:35,2016-07-10,11,1295,1
12.924755,77.592613,00:21:45,2016-07-10,8,1305,0
12.924845,77.592613,00:21:55,2016-07-10,0,1315,0
12.846943,77.672623,00:57:07,2016-07-10,0,3427,139
12.846942,77.672623,00:57:28,2016-07-10,0,3448,139
12.846941,77.67263,00:58:37,2016-07-10,0,3517,139
12.846924,77.672653,00:58:47,2016-07-10,0,3527,139
12.846931,77.672646,00:58:57,2016-07-10,0,3537,139
12.846895,77.6726,00:59:07,2016-07-10,0,3547,139
12.846896,77.672691,00:59:17,2016-07-10,0,3557,139
12.846899,77.672714,00:59:27,2016-07-10,0,3567,139
12.846885,77.67270699999997,00:59:37,2016-07-10,0,3577,139
12.846888,77.67270699999997,00:59:46,2016-07-10,0,3586,139
12.84693,77.672798,01:01:16,2016-07-10,0,3676,139
12.846897,77.672722,00:59:56,2016-07-10,0,3596,139
12.846903,77.672729,01:00:07,2016-07-10,0,3607,139
12.846936,77.672798,01:01:26,2016-07-10,0,3686,139
12.846902,77.67274499999998,01:00:16,2016-07-10,0,3616,139
12.846903,77.67276,01:00:26,2016-07-10,0,3626,139
12.846942,77.672798,01:01:36,2016-07-10,0,3696,139
12.846907,77.672768,01:00:36,2016-07-10,0,3636,139
12.846907,77.672775,01:00:46,2016-07-10,0,3646,139
12.846915,77.672783,01:00:56,2016-07-10,0,3656,139
12.846926,77.672791,01:01:06,2016-07-10,0,3666,139
