LAT,LONGITUDE,IST_TIME,IST_DATE,SPEED_KMPH,Time_sec,Slot_no
12.924617,77.592781,00:00:22,2016-07-04,0,22,1
12.924506,77.59246800000003,00:12:01,2016-07-04,0,721,1
12.847094,77.672523,00:06:07,2016-07-04,0,367,139
12.846591,77.672546,00:17:14,2016-07-04,0,1034,139
12.924525,77.592316,00:33:33,2016-07-04,11,2013,1
12.924532,77.592316,00:34:02,2016-07-04,0,2042,1
12.924582,77.592781,00:49:47,2016-07-04,0,2987,1
12.924579,77.592773,00:49:57,2016-07-04,0,2997,1
12.924572,77.592773,00:50:06,2016-07-04,0,3006,1
12.92457,77.592773,00:50:16,2016-07-04,0,3016,1
12.924571,77.592773,00:50:56,2016-07-04,0,3056,1
12.924575,77.592773,00:51:36,2016-07-04,0,3096,1
12.924577,77.592766,00:51:46,2016-07-04,0,3106,1
12.924576,77.59275799999998,00:51:56,2016-07-04,0,3116,1
12.924589,77.59272800000002,00:52:16,2016-07-04,0,3136,1
12.924604,77.59270500000002,00:52:27,2016-07-04,0,3147,1
12.924613,77.592682,00:52:37,2016-07-04,0,3157,1
12.924616,77.592667,00:52:47,2016-07-04,0,3167,1
12.924615,77.592659,00:52:57,2016-07-04,0,3177,1
12.924679,77.59270500000002,00:53:06,2016-07-04,0,3186,1
12.924874,77.59272,00:53:16,2016-07-04,6,3196,0
12.924933,77.59255999999998,00:53:26,2016-07-04,0,3206,0
12.924921,77.59259,00:53:36,2016-07-04,0,3216,0
12.924909,77.59259,00:53:46,2016-07-04,0,3226,0
12.924912,77.59258299999998,00:53:56,2016-07-04,0,3236,0
12.924968,77.592484,00:54:06,2016-07-04,7,3246,0
12.924875,77.592377,00:54:16,2016-07-04,0,3256,0
12.924684,77.5924,00:54:26,2016-07-04,7,3266,1
12.924507,77.592323,00:54:36,2016-07-04,0,3276,1
12.924519,77.592331,00:54:46,2016-07-04,0,3286,1
12.924532,77.592339,00:54:56,2016-07-04,0,3296,1
12.924543,77.59229300000001,00:55:06,2016-07-04,0,3306,1
12.924545,77.59229300000001,00:55:16,2016-07-04,0,3316,1
12.924545,77.592308,00:55:25,2016-07-04,0,3325,1
12.924546,77.592316,00:55:35,2016-07-04,0,3335,1
12.924546,77.592323,00:55:45,2016-07-04,0,3345,1
12.924548,77.59234599999998,00:55:55,2016-07-04,0,3355,1
12.924551,77.592377,00:56:05,2016-07-04,0,3365,1
12.924545,77.592384,00:56:15,2016-07-04,0,3375,1
12.924535,77.592354,00:56:25,2016-07-04,0,3385,1
12.924542,77.5923,00:56:35,2016-07-04,0,3395,1
12.924544,77.592239,00:56:45,2016-07-04,0,3405,1
12.924542,77.592209,00:56:55,2016-07-04,0,3415,1
12.924537,77.592201,00:57:05,2016-07-04,0,3425,1
12.924527,77.592186,00:57:15,2016-07-04,0,3435,1
12.9245,77.592163,00:57:25,2016-07-04,0,3445,1
12.924471,77.592201,01:20:39,2016-07-04,0,4839,1
12.924488,77.592201,01:20:48,2016-07-04,0,4848,1
12.924504,77.592209,01:20:58,2016-07-04,0,4858,1
12.924505,77.59221600000002,01:21:08,2016-07-04,0,4868,1
12.9245,77.592224,01:21:18,2016-07-04,0,4878,1
12.924498,77.592201,01:21:28,2016-07-04,0,4888,1
12.92452,77.59214,01:21:38,2016-07-04,0,4898,1
12.924568,77.59210999999998,01:21:48,2016-07-04,0,4908,1
12.924598,77.592072,01:21:58,2016-07-04,0,4918,1
12.924594,77.59204100000002,01:22:08,2016-07-04,0,4928,1
12.924583,77.592026,01:22:18,2016-07-04,0,4938,1
12.924589,77.59201,01:22:28,2016-07-04,0,4948,1
12.924591,77.59201,01:22:38,2016-07-04,0,4958,1
12.924606,77.592003,01:22:48,2016-07-04,0,4968,1
12.924624,77.59201,01:22:58,2016-07-04,0,4978,1
12.924616,77.59201800000002,01:23:08,2016-07-04,0,4988,1
12.924618,77.592003,01:23:18,2016-07-04,0,4998,1
12.924623,77.591957,01:23:28,2016-07-04,0,5008,1
12.924638,77.591942,01:23:38,2016-07-04,0,5018,1
12.924654,77.591934,01:23:47,2016-07-04,0,5027,1
12.92465,77.591942,01:24:07,2016-07-04,0,5047,1
12.924636,77.591957,01:24:17,2016-07-04,0,5057,1
12.924607,77.591972,01:24:27,2016-07-04,0,5067,1
12.92458,77.59198,01:24:37,2016-07-04,0,5077,1
12.924571,77.591972,01:24:47,2016-07-04,0,5087,1
12.924568,77.591965,01:24:57,2016-07-04,0,5097,1
12.924575,77.591949,01:25:07,2016-07-04,0,5107,1
12.92458,77.591942,01:25:17,2016-07-04,0,5117,1
12.924585,77.591934,01:25:37,2016-07-04,0,5137,1
12.924589,77.591934,01:25:47,2016-07-04,0,5147,1
12.924594,77.591934,01:25:57,2016-07-04,0,5157,1
12.924578,77.591927,01:26:06,2016-07-04,0,5166,1
12.92456,77.591949,01:26:16,2016-07-04,0,5176,1
12.924547,77.591965,01:26:26,2016-07-04,0,5186,1
12.92454,77.591965,01:26:36,2016-07-04,0,5196,1
12.924541,77.591972,01:26:46,2016-07-04,0,5206,1
12.924545,77.591965,01:26:56,2016-07-04,0,5216,1
12.924546,77.591965,01:27:07,2016-07-04,0,5227,1
12.92453,77.591965,01:27:17,2016-07-04,0,5237,1
12.924521,77.591972,01:27:27,2016-07-04,0,5247,1
12.924521,77.59198,01:27:37,2016-07-04,0,5257,1
12.924518,77.591995,01:27:47,2016-07-04,0,5267,1
12.924505,77.591995,01:27:57,2016-07-04,0,5277,1
12.924471,77.591995,01:28:07,2016-07-04,0,5287,1
12.924437,77.591988,01:28:17,2016-07-04,0,5297,2
12.924447,77.59198,01:28:27,2016-07-04,0,5307,1
12.924456,77.59198,01:28:37,2016-07-04,0,5317,1
12.924467,77.59198,01:28:46,2016-07-04,0,5326,1
12.924473,77.59198,01:28:56,2016-07-04,0,5336,1
