LAT,LONGITUDE,IST_TIME,IST_DATE,SPEED_KMPH,Time_sec,Slot_no
12.977484,77.57356999999998,00:01:21,2016-07-20,0,81,26
12.977481,77.573578,00:00:00,2016-07-20,0,0,26
12.977482,77.573578,00:00:10,2016-07-20,0,10,26
12.977483,77.57356999999998,00:00:30,2016-07-20,0,30,26
12.977482,77.57356999999998,00:02:30,2016-07-20,0,150,26
12.838007,77.658447,00:02:16,2016-07-20,0,136,126
12.977481,77.57356999999998,00:04:59,2016-07-20,0,299,26
12.977485,77.57356999999998,00:11:28,2016-07-20,0,688,26
12.977486,77.57356999999998,00:11:48,2016-07-20,0,708,26
12.977486,77.57356300000002,00:12:47,2016-07-20,0,767,26
12.846899,77.672302,00:14:06,2016-07-20,0,846,139
12.977488,77.57356999999998,00:16:17,2016-07-20,0,977,26
12.977487,77.57356999999998,00:14:57,2016-07-20,0,897,26
12.977489,77.57356999999998,00:16:27,2016-07-20,0,987,26
12.97749,77.57356999999998,00:17:07,2016-07-20,0,1027,26
12.97749,77.57356300000002,00:18:26,2016-07-20,0,1106,26
12.977491,77.57356300000002,00:19:56,2016-07-20,0,1196,26
12.977492,77.57356300000002,00:20:45,2016-07-20,0,1245,26
12.977493,77.57356300000002,00:21:05,2016-07-20,0,1265,26
12.846299,77.672363,00:22:06,2016-07-20,0,1326,140
12.977494,77.57356300000002,00:32:13,2016-07-20,0,1933,26
12.977495,77.57356300000002,00:34:02,2016-07-20,0,2042,26
12.977491,77.57356999999998,00:56:57,2016-07-20,0,3417,26
12.838003,77.65847,01:11:04,2016-07-20,0,4264,126
12.846952,77.672325,01:33:27,2016-07-20,0,5607,139
12.847023,77.672722,01:30:49,2016-07-20,0,5449,139
12.977489,77.573578,00:59:57,2016-07-20,0,3597,26
12.838116,77.658478,01:33:30,2016-07-20,0,5610,126
12.846958,77.672325,01:22:51,2016-07-20,0,4971,139
12.977516,77.57358599999998,01:33:34,2016-07-20,0,5614,26
12.97749,77.573578,01:01:16,2016-07-20,0,3676,26
12.977491,77.573578,01:02:06,2016-07-20,0,3726,26
12.977492,77.573578,01:02:56,2016-07-20,0,3776,26
12.977493,77.573578,01:03:35,2016-07-20,0,3815,26
12.977494,77.573578,01:04:05,2016-07-20,0,3845,26
12.977495,77.573578,01:04:25,2016-07-20,0,3865,26
12.977517,77.57358599999998,01:36:54,2016-07-20,0,5814,26
12.977496,77.573578,01:05:05,2016-07-20,0,3905,26
12.977517,77.573578,01:37:04,2016-07-20,0,5824,26
12.977516,77.573578,01:37:14,2016-07-20,0,5834,26
12.977497,77.573578,01:05:35,2016-07-20,0,3935,26
12.977498,77.573578,01:06:05,2016-07-20,0,3965,26
12.977498,77.57356999999998,01:07:25,2016-07-20,0,4045,26
12.977499,77.57356999999998,01:07:45,2016-07-20,0,4065,26
12.9775,77.57356999999998,01:08:25,2016-07-20,0,4105,26
12.846955,77.672325,01:41:35,2016-07-20,0,6095,139
12.838117,77.658463,01:20:08,2016-07-20,0,4808,126
12.977501,77.57356999999998,01:09:14,2016-07-20,0,4154,26
12.977518,77.573578,01:39:43,2016-07-20,0,5983,26
12.846956,77.672325,01:43:05,2016-07-20,0,6185,139
12.977502,77.57356999999998,01:09:59,2016-07-20,0,4199,26
12.977503,77.57356999999998,01:10:08,2016-07-20,0,4208,26
12.977505,77.57356999999998,01:10:18,2016-07-20,0,4218,26
12.977506,77.57356999999998,01:10:28,2016-07-20,0,4228,26
12.977507,77.57356999999998,01:10:38,2016-07-20,0,4238,26
12.847139,77.672218,01:43:45,2016-07-20,17,6225,139
12.84742,77.672127,01:43:55,2016-07-20,6,6235,138
12.847674,77.67227199999998,01:44:05,2016-07-20,7,6245,138
12.847673,77.672455,01:44:15,2016-07-20,0,6255,138
12.847677,77.672455,01:44:25,2016-07-20,0,6265,138
12.977519,77.573578,01:40:33,2016-07-20,0,6033,26
12.977508,77.57356999999998,01:10:58,2016-07-20,0,4258,26
12.977509,77.57356999999998,01:11:18,2016-07-20,0,4278,26
12.97752,77.573578,01:41:13,2016-07-20,0,6073,26
12.847506,77.6726,01:47:24,2016-07-20,6,6444,138
12.84747,77.672646,01:47:33,2016-07-20,0,6453,138
12.977509,77.573578,01:13:17,2016-07-20,0,4397,26
12.97751,77.573578,01:13:37,2016-07-20,0,4417,26
12.977521,77.573578,01:42:32,2016-07-20,0,6152,26
12.977511,77.573578,01:14:17,2016-07-20,0,4457,26
12.977512,77.573578,01:15:17,2016-07-20,0,4517,26
12.847491,77.672653,01:53:03,2016-07-20,0,6783,138
12.84749,77.672653,01:53:22,2016-07-20,0,6802,138
12.847489,77.672653,01:54:00,2016-07-20,0,6840,138
