LAT,LONGITUDE,IST_TIME,IST_DATE,SPEED_KMPH,Time_sec,Slot_no
12.916583,77.604431,00:01:15,2016-07-30,5,75,58
12.978124,77.573128,00:01:17,2016-07-30,0,77,27
12.978123,77.573128,00:00:08,2016-07-30,0,8,27
12.916674,77.604179,00:01:25,2016-07-30,17,85,57
12.916522,77.60701,00:00:25,2016-07-30,0,25,60
12.916578,77.60685,00:00:35,2016-07-30,11,35,60
12.951583,77.594887,00:01:29,2016-07-30,7,89,49
12.95343,77.592384,00:02:19,2016-07-30,5,139,4
12.916534,77.599556,00:02:45,2016-07-30,0,165,53
12.978125,77.573128,00:03:07,2016-07-30,0,187,27
12.95476,77.59246800000003,00:03:19,2016-07-30,14,199,3
12.916697,77.596748,00:03:34,2016-07-30,14,214,51
12.955883,77.59206400000002,00:03:38,2016-07-30,18,218,4
12.916681,77.596329,00:03:44,2016-07-30,14,224,50
12.91678,77.59348299999998,00:04:24,2016-07-30,13,264,1
12.916787,77.59258299999998,00:04:44,2016-07-30,14,284,3
12.9167,77.59209399999997,00:04:54,2016-07-30,18,294,4
12.916727,77.591705,00:05:04,2016-07-30,12,304,4
12.916798,77.5895,00:05:34,2016-07-30,0,334,7
12.916865,77.589119,00:05:53,2016-07-30,18,353,7
12.962116,77.594429,00:04:58,2016-07-30,10,298,48
12.916928,77.58584599999998,00:06:33,2016-07-30,10,393,11
12.916935,77.58545699999998,00:06:43,2016-07-30,17,403,12
12.978124,77.57311999999997,00:06:56,2016-07-30,0,416,27
12.967335,77.588646,00:07:28,2016-07-30,19,448,7
12.917084,77.580505,00:07:44,2016-07-30,15,464,18
12.917077,77.580124,00:07:54,2016-07-30,12,474,18
12.978123,77.57311999999997,00:08:26,2016-07-30,0,506,27
12.917065,77.57369200000002,00:09:43,2016-07-30,9,583,25
12.91718,77.57794200000002,00:08:24,2016-07-30,10,504,21
12.917052,77.573677,00:09:53,2016-07-30,0,593,25
12.97547,77.57579799999998,00:09:57,2016-07-30,6,597,22
12.917554,77.575897,00:08:54,2016-07-30,16,534,22
12.91713,77.573479,00:10:03,2016-07-30,9,603,26
12.917525,77.573441,00:10:13,2016-07-30,18,613,26
12.917619,77.574265,00:09:23,2016-07-30,15,563,24
12.917421,77.573952,00:09:33,2016-07-30,19,573,25
12.917858,77.57330300000002,00:10:23,2016-07-30,14,623,26
12.917886,77.573082,00:10:33,2016-07-30,12,633,26
12.917898,77.572968,00:10:43,2016-07-30,0,643,26
12.977211,77.57435600000002,00:11:00,2016-07-30,10,660,23
12.978125,77.57311999999997,00:21:23,2016-07-30,0,1283,27
12.978126,77.57311999999997,00:22:02,2016-07-30,0,1322,27
12.978127,77.57311999999997,00:23:22,2016-07-30,0,1402,27
