LAT,LONGITUDE,IST_TIME,IST_DATE,SPEED_KMPH,Time_sec,Slot_no
12.924559,77.592613,00:01:16,2016-07-15,0,76,1
12.924558,77.592613,00:01:26,2016-07-15,0,86,1
12.84686,77.673569,00:00:39,2016-07-15,6,39,139
12.847798,77.67538499999998,00:01:29,2016-07-15,7,89,138
12.847442,77.67485,00:01:59,2016-07-15,15,119,138
12.846503,77.67240100000002,00:02:40,2016-07-15,14,160,140
12.924557,77.592613,00:07:25,2016-07-15,0,445,1
12.924556,77.592613,00:08:35,2016-07-15,0,515,1
12.847448,77.672554,00:08:33,2016-07-15,0,513,138
12.924556,77.592606,00:13:04,2016-07-15,0,784,1
12.924555,77.592606,00:13:54,2016-07-15,0,834,1
12.924555,77.592613,00:16:53,2016-07-15,0,1013,1
12.924876,77.59225500000002,00:20:40,2016-07-15,0,1240,0
12.92456,77.592613,00:24:12,2016-07-15,0,1452,1
12.924561,77.592613,00:25:11,2016-07-15,0,1511,1
12.924561,77.592621,00:29:39,2016-07-15,0,1779,1
12.924562,77.592621,00:29:59,2016-07-15,0,1799,1
12.924563,77.592621,00:31:20,2016-07-15,0,1880,1
12.924564,77.592621,00:33:49,2016-07-15,0,2029,1
12.924565,77.592621,00:35:09,2016-07-15,0,2109,1
12.924566,77.592621,00:35:48,2016-07-15,0,2148,1
12.924567,77.592621,00:36:48,2016-07-15,0,2208,1
12.924568,77.592621,00:37:18,2016-07-15,0,2238,1
12.924569,77.592621,00:37:57,2016-07-15,0,2277,1
12.92457,77.592621,00:38:38,2016-07-15,0,2318,1
12.924576,77.592621,00:38:58,2016-07-15,0,2338,1
12.924578,77.592621,00:39:08,2016-07-15,0,2348,1
12.924616,77.592606,00:39:18,2016-07-15,0,2358,1
12.924651,77.592606,00:39:28,2016-07-15,0,2368,1
12.924587,77.592506,00:39:38,2016-07-15,5,2378,1
12.924517,77.592407,00:39:48,2016-07-15,0,2388,1
12.924539,77.592354,00:39:58,2016-07-15,0,2398,1
12.924567,77.592339,00:40:08,2016-07-15,0,2408,1
12.924573,77.592331,00:40:17,2016-07-15,0,2417,1
12.924576,77.59234599999998,00:40:27,2016-07-15,0,2427,1
12.924578,77.592354,00:40:37,2016-07-15,0,2437,1
12.924581,77.592354,00:40:47,2016-07-15,0,2447,1
12.924575,77.59234599999998,00:40:57,2016-07-15,0,2457,1
12.924568,77.592339,00:41:07,2016-07-15,0,2467,1
12.924573,77.592339,00:41:17,2016-07-15,0,2477,1
12.924579,77.592339,00:41:27,2016-07-15,0,2487,1
12.924586,77.59234599999998,00:41:37,2016-07-15,0,2497,1
12.924592,77.592354,00:41:47,2016-07-15,0,2507,1
12.924593,77.592354,00:42:07,2016-07-15,0,2527,1
12.924593,77.59234599999998,00:43:06,2016-07-15,0,2586,1
12.924592,77.59234599999998,00:44:16,2016-07-15,0,2656,1
12.924589,77.59234599999998,00:46:16,2016-07-15,0,2776,1
12.924591,77.59234599999998,00:45:37,2016-07-15,0,2737,1
12.92459,77.59234599999998,00:46:36,2016-07-15,0,2796,1
12.924589,77.592339,00:46:46,2016-07-15,0,2806,1
12.924587,77.592339,00:47:26,2016-07-15,0,2846,1
12.924586,77.592339,00:47:36,2016-07-15,0,2856,1
12.924585,77.592339,00:47:56,2016-07-15,0,2876,1
12.924584,77.592339,00:48:05,2016-07-15,0,2885,1
12.924583,77.592331,00:48:25,2016-07-15,0,2905,1
12.924582,77.592331,00:48:35,2016-07-15,0,2915,1
12.92458,77.592331,00:48:45,2016-07-15,0,2925,1
12.924578,77.592331,00:48:55,2016-07-15,0,2935,1
12.924577,77.592331,00:49:05,2016-07-15,0,2945,1
12.924575,77.592331,00:49:15,2016-07-15,0,2955,1
12.924572,77.592331,00:49:35,2016-07-15,0,2975,1
12.92457,77.592331,00:49:45,2016-07-15,0,2985,1
12.924569,77.592323,00:49:55,2016-07-15,0,2995,1
12.924568,77.592323,00:50:05,2016-07-15,0,3005,1
12.924567,77.592323,00:51:04,2016-07-15,0,3064,1
12.924566,77.592323,00:51:14,2016-07-15,0,3074,1
12.924561,77.592316,00:51:54,2016-07-15,0,3114,1
12.924549,77.592308,00:52:04,2016-07-15,0,3124,1
12.924533,77.592285,00:52:14,2016-07-15,0,3134,1
12.92448,77.592239,00:52:24,2016-07-15,0,3144,1
12.924472,77.592247,00:52:35,2016-07-15,0,3155,1
12.924472,77.59225500000002,00:52:45,2016-07-15,0,3165,1
12.92447,77.592262,00:52:55,2016-07-15,0,3175,1
12.924477,77.59227800000002,00:53:05,2016-07-15,0,3185,1
12.924482,77.59229300000001,00:53:15,2016-07-15,0,3195,1
12.924485,77.5923,00:53:25,2016-07-15,0,3205,1
12.924488,77.592308,00:53:35,2016-07-15,0,3215,1
12.924493,77.592316,00:53:44,2016-07-15,0,3224,1
12.924491,77.592323,00:53:54,2016-07-15,0,3234,1
12.924492,77.592316,00:54:14,2016-07-15,0,3254,1
12.924491,77.5923,00:54:34,2016-07-15,0,3274,1
12.924492,77.59227,00:54:44,2016-07-15,0,3284,1
12.924487,77.592232,00:54:54,2016-07-15,0,3294,1
12.924478,77.59221600000002,00:55:03,2016-07-15,0,3303,1
12.924477,77.592163,01:28:35,2016-07-15,0,5315,1
12.924476,77.592155,01:28:46,2016-07-15,0,5326,1
12.924446,77.592102,01:28:55,2016-07-15,0,5335,1
12.924314,77.592072,01:29:06,2016-07-15,5,5346,2
12.924109,77.592117,01:29:16,2016-07-15,11,5356,2
12.924089,77.592117,01:29:26,2016-07-15,7,5366,2
12.924103,77.59210999999998,01:29:36,2016-07-15,7,5376,2
12.924183,77.592102,01:29:46,2016-07-15,3,5386,2
12.92458,77.59186600000002,01:31:16,2016-07-15,0,5476,1
12.924175,77.592072,01:29:56,2016-07-15,3,5396,2
12.924584,77.59185,01:31:26,2016-07-15,0,5486,1
12.924238,77.592033,01:30:06,2016-07-15,0,5406,2
12.924319,77.59201,01:30:16,2016-07-15,0,5416,2
12.924589,77.59185,01:31:36,2016-07-15,0,5496,1
12.924403,77.59201,01:30:26,2016-07-15,0,5426,2
12.924467,77.59201800000002,01:30:36,2016-07-15,0,5436,1
12.924583,77.591858,01:31:45,2016-07-15,0,5505,1
12.924496,77.591957,01:30:46,2016-07-15,0,5446,1
12.924488,77.591942,01:30:56,2016-07-15,0,5456,1
12.924579,77.59187299999998,01:31:55,2016-07-15,0,5515,1
12.9245,77.591911,01:31:06,2016-07-15,0,5466,1
12.924569,77.591881,01:32:05,2016-07-15,0,5525,1
