LAT,LONGITUDE,IST_TIME,IST_DATE,SPEED_KMPH,Time_sec,Slot_no
12.924701,77.59234599999998,00:01:16,2016-07-11,0,76,1
12.979239,77.694847,00:00:03,2016-07-11,0,3,-1
12.975861,77.696976,00:00:53,2016-07-11,8,53,-1
12.968286,77.701622,00:02:43,2016-07-11,0,163,-1
12.959578,77.701424,00:04:13,2016-07-11,0,253,-1
12.959592,77.70141600000002,00:04:23,2016-07-11,0,263,-1
12.953379,77.700317,00:05:22,2016-07-11,8,322,-1
12.95223,77.70004300000002,00:05:42,2016-07-11,0,342,-1
12.846938,77.672562,00:05:23,2016-07-11,0,323,139
12.952243,77.700058,00:05:52,2016-07-11,0,352,-1
12.846937,77.672562,00:05:52,2016-07-11,0,352,139
12.846936,77.672562,00:06:02,2016-07-11,0,362,139
12.847092,77.67263,00:05:53,2016-07-11,0,353,139
12.846935,77.672562,00:06:22,2016-07-11,0,382,139
12.846872,77.672562,00:07:12,2016-07-11,0,432,139
12.94267,77.697273,00:07:22,2016-07-11,16,442,-1
12.846803,77.6726,00:07:22,2016-07-11,0,442,139
12.846793,77.672607,00:07:32,2016-07-11,0,452,139
12.846798,77.672607,00:07:42,2016-07-11,0,462,139
12.941238,77.696457,00:07:51,2016-07-11,0,471,-1
12.846817,77.672607,00:07:52,2016-07-11,0,472,139
12.940965,77.69635799999998,00:08:01,2016-07-11,19,481,-1
12.846832,77.67259200000002,00:08:03,2016-07-11,0,483,139
12.84683,77.672661,00:08:12,2016-07-11,0,492,139
12.846826,77.67270699999997,00:08:23,2016-07-11,0,503,139
12.84683,77.672699,00:08:33,2016-07-11,0,513,139
12.846888,77.672638,00:08:42,2016-07-11,0,522,139
12.84689,77.672638,00:08:52,2016-07-11,0,532,139
12.846894,77.672646,00:09:02,2016-07-11,0,542,139
12.846884,77.67263,00:09:22,2016-07-11,0,562,139
12.846875,77.67261500000002,00:09:32,2016-07-11,0,572,139
12.84687,77.67259200000002,00:09:42,2016-07-11,0,582,139
12.84687,77.672569,00:09:52,2016-07-11,0,592,139
12.846851,77.672546,00:10:02,2016-07-11,0,602,139
12.84684,77.672523,00:10:12,2016-07-11,0,612,139
12.846826,77.672462,00:10:22,2016-07-11,0,622,139
12.846835,77.67244699999998,00:10:32,2016-07-11,0,632,139
12.846841,77.67244699999998,00:10:42,2016-07-11,0,642,139
12.846855,77.67242399999998,00:10:51,2016-07-11,0,651,139
12.846837,77.672455,00:11:01,2016-07-11,0,661,139
12.927882,77.680885,00:11:11,2016-07-11,0,671,-1
12.846705,77.672455,00:11:11,2016-07-11,0,671,139
