LAT,LONGITUDE,IST_TIME,IST_DATE,SPEED_KMPH,Time_sec,Slot_no
12.924689,77.59227800000002,00:01:19,2016-07-22,0,79,1
12.92469,77.59227800000002,00:00:09,2016-07-22,0,9,1
12.924688,77.59227800000002,00:04:09,2016-07-22,0,249,1
12.924687,77.59227800000002,00:04:39,2016-07-22,0,279,1
12.924686,77.59227800000002,00:05:18,2016-07-22,0,318,1
12.924686,77.59227,00:07:07,2016-07-22,0,427,1
12.924685,77.59227,00:07:27,2016-07-22,0,447,1
12.924684,77.59227,00:08:07,2016-07-22,0,487,1
12.924683,77.59227,00:08:57,2016-07-22,0,537,1
12.846631,77.672546,00:11:02,2016-07-22,0,662,139
12.924682,77.59227,00:12:36,2016-07-22,0,756,1
12.924682,77.592262,00:12:46,2016-07-22,0,766,1
12.924681,77.592262,00:13:16,2016-07-22,0,796,1
12.92468,77.592262,00:14:06,2016-07-22,0,846,1
12.924679,77.592262,00:14:16,2016-07-22,0,856,1
12.924678,77.592262,00:14:26,2016-07-22,0,866,1
12.924677,77.592262,00:14:36,2016-07-22,0,876,1
12.924676,77.592262,00:14:46,2016-07-22,0,886,1
12.924673,77.59227,00:16:16,2016-07-22,0,976,1
12.924675,77.592262,00:14:56,2016-07-22,0,896,1
12.924672,77.59227,00:16:26,2016-07-22,0,986,1
12.924674,77.592262,00:15:15,2016-07-22,0,915,1
12.924673,77.592262,00:15:45,2016-07-22,0,945,1
12.924671,77.59227,00:16:46,2016-07-22,0,1006,1
12.846649,77.671745,00:18:17,2016-07-22,0,1097,139
12.924674,77.59227,00:19:15,2016-07-22,0,1155,1
12.924674,77.59227800000002,00:19:35,2016-07-22,0,1175,1
12.924675,77.59227800000002,00:19:55,2016-07-22,0,1195,1
12.924676,77.59227800000002,00:20:15,2016-07-22,0,1215,1
12.924677,77.59227800000002,00:20:54,2016-07-22,0,1254,1
12.924678,77.59227800000002,00:21:14,2016-07-22,0,1274,1
12.838127,77.65844,00:20:47,2016-07-22,0,1247,126
12.924679,77.59227800000002,00:21:24,2016-07-22,0,1284,1
12.924681,77.59227800000002,00:21:34,2016-07-22,0,1294,1
12.924682,77.59227800000002,00:21:44,2016-07-22,0,1304,1
12.924683,77.59227800000002,00:21:54,2016-07-22,0,1314,1
12.924685,77.59227800000002,00:22:04,2016-07-22,0,1324,1
12.924684,77.59227800000002,00:23:04,2016-07-22,0,1384,1
12.924691,77.59227800000002,00:25:53,2016-07-22,0,1553,1
