DEVICE_ID,LAT,LONGITUDE,SPEED_KMPH,IST_DATE,IST_TIME,ACC_DISTANCE,
150222706,12.976785,77.574646,0,2016-07-01,00:13:39,00:00:00,12820273
150222706,12.976785,77.574646,0,2016-07-01,00:13:49,00:00:00,12820273
150222706,12.976785,77.574646,0,2016-07-01,00:13:59,00:00:00,12820273
150222706,12.976785,77.574646,0,2016-07-01,00:14:09,00:00:00,12820273
150222706,12.976785,77.574646,0,2016-07-01,00:14:19,00:00:00,12820273
150222706,12.976785,77.574646,0,2016-07-01,00:14:29,00:00:00,12820273
150222706,12.976785,77.574646,0,2016-07-01,00:14:39,00:00:00,12820273
150222706,12.976785,77.574646,0,2016-07-01,00:14:49,00:00:00,12820273
150222706,12.976784,77.574646,0,2016-07-01,00:16:18,00:00:00,12820273
150222706,12.976785,77.574646,0,2016-07-01,00:14:59,00:00:00,12820273
150222706,12.976785,77.574646,0,2016-07-01,00:15:09,00:00:00,12820273
150222706,12.976784,77.574646,0,2016-07-01,00:16:28,00:00:00,12820273
150222706,12.976785,77.574646,0,2016-07-01,00:15:18,00:00:00,12820273
150222706,12.976784,77.574646,0,2016-07-01,00:15:29,00:00:00,12820273
150222706,12.976784,77.574646,0,2016-07-01,00:16:38,00:00:00,12820273
150222706,12.976784,77.574646,0,2016-07-01,00:15:38,00:00:00,12820273
150222706,12.976783,77.574646,0,2016-07-01,00:16:48,00:00:00,12820273
150222706,12.976784,77.574646,0,2016-07-01,00:15:48,00:00:00,12820273
150222706,12.976784,77.574646,0,2016-07-01,00:15:58,00:00:00,12820273
150222706,12.976783,77.574646,0,2016-07-01,00:16:58,00:00:00,12820273
150222706,12.976784,77.574646,0,2016-07-01,00:16:08,00:00:00,12820273
150222706,12.976783,77.574646,0,2016-07-01,00:17:08,00:00:00,12820273
150222706,12.976783,77.574646,0,2016-07-01,00:17:18,00:00:00,12820273
150222706,12.976783,77.574646,0,2016-07-01,00:17:28,00:00:00,12820273
150222706,12.976783,77.574646,0,2016-07-01,00:17:38,00:00:00,12820273
150222706,12.976782,77.574646,0,2016-07-01,00:17:48,00:00:00,12820273
150222706,12.976782,77.574646,0,2016-07-01,00:17:57,00:00:00,12820273
150222706,12.976782,77.574646,0,2016-07-01,00:18:07,00:00:00,12820273
150222706,12.976782,77.574646,0,2016-07-01,00:18:17,00:00:00,12820273
150222706,12.976782,77.574646,0,2016-07-01,00:18:27,00:00:00,12820273
150222706,12.976782,77.574646,0,2016-07-01,00:18:37,00:00:00,12820273
150222706,12.976782,77.574646,0,2016-07-01,00:18:47,00:00:00,12820273
150222706,12.976782,77.574646,0,2016-07-01,00:18:57,00:00:00,12820273
150222706,12.976782,77.574646,0,2016-07-01,00:19:07,00:00:00,12820273
150222706,12.976782,77.574646,0,2016-07-01,00:19:17,00:00:00,12820273
150222706,12.976782,77.574646,0,2016-07-01,00:19:28,00:00:00,12820273
150220615,12.847087,77.672539,0,2016-07-01,00:19:07,00:00:00,12215916
150222706,12.976782,77.574646,0,2016-07-01,00:19:38,00:00:00,12820273
150222706,12.976782,77.574646,0,2016-07-01,00:19:48,00:00:00,12820273
150222706,12.976782,77.574646,0,2016-07-01,00:19:58,00:00:00,12820273
150222706,12.976782,77.574646,0,2016-07-01,00:20:08,00:00:00,12820273
150222706,12.976782,77.574646,0,2016-07-01,00:20:18,00:00:00,12820273
150222706,12.976782,77.574646,0,2016-07-01,00:20:28,00:00:00,12820273
150222706,12.976782,77.574646,0,2016-07-01,00:20:38,00:00:00,12820273
150222706,12.976782,77.574646,0,2016-07-01,00:20:47,00:00:00,12820273
150222706,12.976782,77.574646,0,2016-07-01,00:20:57,00:00:00,12820273
150222706,12.976782,77.574646,0,2016-07-01,00:21:07,00:00:00,12820273
150222706,12.976781,77.574646,0,2016-07-01,00:21:17,00:00:00,12820273
150222706,12.976781,77.574646,0,2016-07-01,00:21:27,00:00:00,12820273
150222706,12.976781,77.574646,0,2016-07-01,00:21:37,00:00:00,12820273
150222706,12.976781,77.574646,0,2016-07-01,00:21:47,00:00:00,12820273
150222706,12.976781,77.574646,0,2016-07-01,00:21:57,00:00:00,12820273
150222706,12.97678,77.574646,0,2016-07-01,00:22:07,00:00:00,12820273
150222706,12.976781,77.574646,0,2016-07-01,00:22:17,00:00:00,12820273
150222706,12.976781,77.574646,0,2016-07-01,00:22:27,00:00:00,12820273
150222706,12.976781,77.574646,0,2016-07-01,00:22:37,00:00:00,12820273
150222706,12.976781,77.574638,0,2016-07-01,00:22:47,00:00:00,12820273
150218661,12.924996,77.592804,0,2016-07-01,00:22:22,00:00:00,12370232
150222706,12.976781,77.574638,0,2016-07-01,00:22:57,00:00:00,12820273
150222706,12.976781,77.574638,0,2016-07-01,00:23:07,00:00:00,12820273
150222706,12.976781,77.574638,0,2016-07-01,00:23:16,00:00:00,12820273
150222706,12.976781,77.574638,0,2016-07-01,00:23:26,00:00:00,12820273
150222706,12.976781,77.574638,0,2016-07-01,00:23:36,00:00:00,12820273
150222706,12.976781,77.574638,0,2016-07-01,00:23:46,00:00:00,12820273
150222706,12.976781,77.574638,0,2016-07-01,00:23:56,00:00:00,12820273
150222706,12.976781,77.574638,0,2016-07-01,00:24:06,00:00:00,12820273
150222706,12.976781,77.574638,0,2016-07-01,00:24:16,00:00:00,12820273
150222706,12.976781,77.574638,0,2016-07-01,00:24:26,00:00:00,12820273
150222706,12.976781,77.574638,0,2016-07-01,00:24:36,00:00:00,12820273
150222706,12.976781,77.574638,0,2016-07-01,00:24:46,00:00:00,12820273
150222706,12.976781,77.574638,0,2016-07-01,00:24:56,00:00:00,12820273
150222706,12.976781,77.574638,0,2016-07-01,00:25:06,00:00:00,12820273
150222706,12.976781,77.574638,0,2016-07-01,00:25:16,00:00:00,12820273
150222706,12.976781,77.574638,0,2016-07-01,00:25:26,00:00:00,12820273
150222706,12.976781,77.574638,0,2016-07-01,00:25:36,00:00:00,12820273
150222706,12.976781,77.574638,0,2016-07-01,00:25:46,00:00:00,12820273
150222706,12.976781,77.574646,0,2016-07-01,00:25:56,00:00:00,12820273
150222706,12.976781,77.574646,0,2016-07-01,00:26:05,00:00:00,12820273
150222706,12.976781,77.574646,0,2016-07-01,00:26:15,00:00:00,12820273
150222706,12.976781,77.574646,0,2016-07-01,00:26:25,00:00:00,12820273
150222706,12.976781,77.574646,0,2016-07-01,00:26:35,00:00:00,12820273
150222706,12.976781,77.574646,0,2016-07-01,00:26:46,00:00:00,12820273
150222706,12.976781,77.574646,0,2016-07-01,00:26:56,00:00:00,12820273
150222706,12.976781,77.574646,0,2016-07-01,00:27:06,00:00:00,12820273
150222706,12.976781,77.574646,0,2016-07-01,00:27:16,00:00:00,12820273
150222706,12.976781,77.574646,0,2016-07-01,00:27:26,00:00:00,12820273
150222706,12.976781,77.574646,0,2016-07-01,00:27:36,00:00:00,12820273
150222706,12.976781,77.574638,0,2016-07-01,00:27:46,00:00:00,12820273
150222706,12.976781,77.574638,0,2016-07-01,00:27:56,00:00:00,12820273
150222706,12.976781,77.574638,0,2016-07-01,00:28:06,00:00:00,12820273
150222706,12.976781,77.574638,0,2016-07-01,00:28:16,00:00:00,12820273
150222706,12.976781,77.574638,0,2016-07-01,00:28:26,00:00:00,12820273
150222706,12.976781,77.574638,0,2016-07-01,00:28:36,00:00:00,12820273
150222706,12.976781,77.574638,0,2016-07-01,00:28:46,00:00:00,12820273
150222706,12.976781,77.574638,0,2016-07-01,00:28:55,00:00:00,12820273
150222706,12.976781,77.574638,0,2016-07-01,00:29:05,00:00:00,12820273
150222706,12.976781,77.574638,0,2016-07-01,00:29:15,00:00:00,12820273
150220682,12.846598,77.672585,0,2016-07-01,00:28:53,00:00:00,2007118
150222706,12.976781,77.574638,0,2016-07-01,00:29:25,00:00:00,12820273
150222706,12.976781,77.574638,0,2016-07-01,00:29:35,00:00:00,12820273
150222706,12.976781,77.574638,0,2016-07-01,00:29:45,00:00:00,12820273
150222706,12.97678,77.574638,0,2016-07-01,00:31:15,00:00:00,12820273
150222706,12.97678,77.574638,0,2016-07-01,00:29:55,00:00:00,12820273
150222706,12.97678,77.574638,0,2016-07-01,00:30:05,00:00:00,12820273
150222706,12.97678,77.574638,0,2016-07-01,00:31:24,00:00:00,12820273
150222706,12.97678,77.574638,0,2016-07-01,00:30:15,00:00:00,12820273
150222706,12.97678,77.574638,0,2016-07-01,00:30:25,00:00:00,12820273
150222706,12.97678,77.574638,0,2016-07-01,00:31:34,00:00:00,12820273
150222706,12.97678,77.574638,0,2016-07-01,00:30:35,00:00:00,12820273
150222706,12.97678,77.574638,0,2016-07-01,00:30:45,00:00:00,12820273
150222706,12.97678,77.574638,0,2016-07-01,00:31:44,00:00:00,12820273
150222706,12.97678,77.574646,0,2016-07-01,00:30:55,00:00:00,12820273
150222706,12.97678,77.574638,0,2016-07-01,00:31:05,00:00:00,12820273
150222706,12.97678,77.574638,0,2016-07-01,00:31:54,00:00:00,12820273
150222706,12.97678,77.574646,0,2016-07-01,00:32:04,00:00:00,12820273
150222706,12.976778,77.574654,0,2016-07-01,00:32:14,00:00:00,12820273
150222706,12.976778,77.574654,0,2016-07-01,00:32:24,00:00:00,12820273
150222706,12.976778,77.574654,0,2016-07-01,00:32:34,00:00:00,12820273
150222706,12.976778,77.574654,0,2016-07-01,00:32:44,00:00:00,12820273
150222706,12.976778,77.574654,0,2016-07-01,00:32:54,00:00:00,12820273
150222706,12.976778,77.574654,0,2016-07-01,00:33:04,00:00:00,12820273
150222706,12.976778,77.574654,0,2016-07-01,00:33:14,00:00:00,12820273
150222706,12.976778,77.574654,0,2016-07-01,00:33:24,00:00:00,12820273
150222706,12.976777,77.574654,0,2016-07-01,00:33:34,00:00:00,12820273
150222706,12.976777,77.574654,0,2016-07-01,00:33:44,00:00:00,12820273
150222706,12.976777,77.574654,0,2016-07-01,00:33:54,00:00:00,12820273
150222706,12.976777,77.574654,0,2016-07-01,00:34:04,00:00:00,12820273
150222706,12.976777,77.574654,0,2016-07-01,00:34:14,00:00:00,12820273
150222706,12.976777,77.574654,0,2016-07-01,00:34:24,00:00:00,12820273
150222706,12.976777,77.574654,0,2016-07-01,00:34:34,00:00:00,12820273
150222706,12.976777,77.574654,0,2016-07-01,00:34:44,00:00:00,12820273
150222706,12.976777,77.574654,0,2016-07-01,00:34:54,00:00:00,12820273
150222706,12.976777,77.574654,0,2016-07-01,00:35:04,00:00:00,12820273
150222706,12.976777,77.574654,0,2016-07-01,00:35:14,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:35:24,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:35:34,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:35:44,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:35:54,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:36:04,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:36:14,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:36:24,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:36:34,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:36:43,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:36:53,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:37:03,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:37:13,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:37:23,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:37:33,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:37:43,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:37:53,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:38:03,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:38:13,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:38:23,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:38:33,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:38:43,00:00:00,12820273
150222706,12.976775,77.574654,0,2016-07-01,00:38:53,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:39:03,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:39:13,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:39:23,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:39:32,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:39:42,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:39:52,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:40:02,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:40:12,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:40:22,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:40:32,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:40:42,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:40:52,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:41:02,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:41:12,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:41:22,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:41:33,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:41:43,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:41:53,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:42:03,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:42:13,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:42:22,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:42:32,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:42:42,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:42:52,00:00:00,12820273
150222706,12.976777,77.574654,0,2016-07-01,00:43:02,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:43:12,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:43:22,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:43:32,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:43:42,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:43:52,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:44:02,00:00:00,12820273
150222706,12.976776,77.574654,0,2016-07-01,00:44:12,00:00:00,12820273
150222706,12.976777,77.574654,0,2016-07-01,00:44:22,00:00:00,12820273
150222706,12.976777,77.574654,0,2016-07-01,00:44:32,00:00:00,12820273
150222706,12.976777,77.574654,0,2016-07-01,00:44:41,00:00:00,12820273
150222706,12.976777,77.574646,0,2016-07-01,00:44:51,00:00:00,12820273
150222706,12.976777,77.574646,0,2016-07-01,00:45:21,00:00:00,12820273
150222706,12.976777,77.574646,0,2016-07-01,00:45:01,00:00:00,12820273
150222706,12.976777,77.574646,0,2016-07-01,00:45:31,00:00:00,12820273
150222706,12.976777,77.574646,0,2016-07-01,00:45:11,00:00:00,12820273
150222706,12.976777,77.574646,0,2016-07-01,00:45:41,00:00:00,12820273
150222706,12.976777,77.574646,0,2016-07-01,00:45:51,00:00:00,12820273
150222706,12.976777,77.574646,0,2016-07-01,00:46:01,00:00:00,12820273
150222706,12.976778,77.574646,0,2016-07-01,00:46:11,00:00:00,12820273
150222706,12.976778,77.574646,0,2016-07-01,00:46:21,00:00:00,12820273
150222706,12.976778,77.574646,0,2016-07-01,00:46:31,00:00:00,12820273
150222706,12.976778,77.574646,0,2016-07-01,00:46:41,00:00:00,12820273
150222706,12.976778,77.574646,0,2016-07-01,00:46:51,00:00:00,12820273
150222706,12.976779,77.574646,0,2016-07-01,00:47:01,00:00:00,12820273
150222706,12.976779,77.574646,0,2016-07-01,00:47:11,00:00:00,12820273
150222706,12.976779,77.574646,0,2016-07-01,00:47:21,00:00:00,12820273
150222706,12.976779,77.574646,0,2016-07-01,00:47:30,00:00:00,12820273
150222706,12.976779,77.574646,0,2016-07-01,00:47:40,00:00:00,12820273
150222706,12.976779,77.574646,0,2016-07-01,00:47:50,00:00:00,12820273
150222706,12.976779,77.574646,0,2016-07-01,00:48:00,00:00:00,12820273
150222706,12.976779,77.574646,0,2016-07-01,00:48:10,00:00:00,12820273
150222706,12.976779,77.574646,0,2016-07-01,00:48:20,00:00:00,12820273
150222706,12.97678,77.574646,0,2016-07-01,00:48:30,00:00:00,12820273
150222706,12.97678,77.574646,0,2016-07-01,00:48:40,00:00:00,12820273
150222706,12.976779,77.574646,0,2016-07-01,00:48:51,00:00:00,12820273
150222706,12.976779,77.574646,0,2016-07-01,00:49:01,00:00:00,12820273
150222706,12.976779,77.574646,0,2016-07-01,00:49:11,00:00:00,12820273
150222706,12.976779,77.574646,0,2016-07-01,00:49:21,00:00:00,12820273
150220615,12.847087,77.672539,0,2016-07-01,00:49:00,00:00:00,12215916
150222706,12.976779,77.574646,0,2016-07-01,00:49:31,00:00:00,12820273
150222706,12.976779,77.574646,0,2016-07-01,00:49:41,00:00:00,12820273
150222706,12.976779,77.574646,0,2016-07-01,00:49:51,00:00:00,12820273
150222706,12.976779,77.574646,0,2016-07-01,00:50:01,00:00:00,12820273
150222706,12.976779,77.574646,0,2016-07-01,00:50:11,00:00:00,12820273
150220615,12.846986,77.672569,0,2016-07-01,00:50:10,00:00:00,12215916
150220615,12.846986,77.672569,0,2016-07-01,00:50:15,00:00:00,12215916
150222706,12.976779,77.574646,0,2016-07-01,00:50:20,00:00:00,12820273
150220615,12.846986,77.672569,0,2016-07-01,00:50:25,00:00:00,12215916
150222706,12.976779,77.574646,0,2016-07-01,00:50:30,00:00:00,12820273
150220615,12.846986,77.672569,0,2016-07-01,00:50:35,00:00:00,12215916
150222706,12.976779,77.574646,0,2016-07-01,00:50:40,00:00:00,12820273
150220615,12.846986,77.672569,0,2016-07-01,00:50:45,00:00:00,12215916
150222706,12.976779,77.574646,0,2016-07-01,00:50:50,00:00:00,12820273
150220615,12.846986,77.672569,0,2016-07-01,00:50:55,00:00:00,12215916
150222706,12.976779,77.574646,0,2016-07-01,00:51:00,00:00:00,12820273
150220615,12.846986,77.672569,0,2016-07-01,00:51:05,00:00:00,12215916
150222706,12.976779,77.574646,0,2016-07-01,00:51:10,00:00:00,12820273
150220615,12.846986,77.672569,0,2016-07-01,00:51:15,00:00:00,12215916
150222706,12.976779,77.574646,0,2016-07-01,00:51:20,00:00:00,12820273
150220615,12.846986,77.672569,0,2016-07-01,00:51:25,00:00:00,12215916
150222706,12.976779,77.574646,0,2016-07-01,00:51:30,00:00:00,12820273
150220615,12.846986,77.672569,0,2016-07-01,00:51:35,00:00:00,12215916
150222706,12.976779,77.574646,0,2016-07-01,00:51:40,00:00:00,12820273
150220615,12.846986,77.672569,0,2016-07-01,00:51:44,00:00:00,12215916
150222706,12.976779,77.574646,0,2016-07-01,00:51:50,00:00:00,12820273
150220615,12.846986,77.672569,0,2016-07-01,00:51:54,00:00:00,12215916
150222706,12.976779,77.574646,0,2016-07-01,00:52:00,00:00:00,12820273
150220615,12.846986,77.672569,0,2016-07-01,00:52:04,00:00:00,12215916
150222706,12.976779,77.574646,0,2016-07-01,00:52:10,00:00:00,12820273
150220615,12.846986,77.672569,0,2016-07-01,00:52:14,00:00:00,12215916
150222706,12.976779,77.574646,0,2016-07-01,00:52:20,00:00:00,12820273
150220615,12.846986,77.672569,0,2016-07-01,00:52:24,00:00:00,12215916
150222706,12.976779,77.574646,0,2016-07-01,00:52:29,00:00:00,12820273
150218661,12.924996,77.592804,0,2016-07-01,00:52:15,00:00:00,12370232
150220615,12.846986,77.672569,0,2016-07-01,00:52:34,00:00:00,12215916
150222706,12.976779,77.574646,0,2016-07-01,00:52:40,00:00:00,12820273
150220615,12.846986,77.672569,0,2016-07-01,00:52:44,00:00:00,12215916
150222706,12.976779,77.574646,0,2016-07-01,00:52:50,00:00:00,12820273
150220615,12.846986,77.672569,0,2016-07-01,00:52:54,00:00:00,12215916
150222706,12.976779,77.574646,0,2016-07-01,00:52:59,00:00:00,12820273
150220615,12.846986,77.672569,0,2016-07-01,00:53:04,00:00:00,12215916
150222706,12.976779,77.574646,0,2016-07-01,00:53:09,00:00:00,12820273
150220615,12.846986,77.672569,0,2016-07-01,00:53:14,00:00:00,12215916
150222706,12.976779,77.574646,0,2016-07-01,00:53:19,00:00:00,12820273
150220615,12.846986,77.672569,0,2016-07-01,00:53:24,00:00:00,12215916
150222706,12.976779,77.574646,0,2016-07-01,00:53:29,00:00:00,12820273
150220615,12.846986,77.672569,0,2016-07-01,00:53:34,00:00:00,12215916
150222706,12.976779,77.574646,0,2016-07-01,00:53:39,00:00:00,12820273
150220615,12.846986,77.672569,0,2016-07-01,00:53:44,00:00:00,12215916
150222706,12.976779,77.574646,0,2016-07-01,00:53:49,00:00:00,12820273
150220615,12.846986,77.672569,0,2016-07-01,00:53:54,00:00:00,12215916
150222706,12.976779,77.574646,0,2016-07-01,00:53:59,00:00:00,12820273
150220615,12.846986,77.672569,0,2016-07-01,00:54:04,00:00:00,12215916
