Start_Lat,Start_Longitude,Start_Time,End_Lat,End_Longitude,End_Time,Distance,Flag,Day_time
12.847062,77.67276,07:25:47,12.847261999999999,77.67094399999998,07:35:45,1652,0,26747
12.916552000000001,77.62299300000002,07:46:52,12.912030999999999,77.62595400000002,07:56:51,1429,0,28012
12.838124,77.658508,08:17:45,12.845478,77.661247,08:27:10,911,0,29865
12.917461,77.624222,09:01:31,12.915701,77.623863,09:11:20,728,0,32491
12.835835000000001,77.657333,09:46:41,12.835835000000001,77.657333,09:56:38,324,0,35201
12.835835000000001,77.657333,09:56:48,12.83946,77.659576,10:06:47,207,1,35808
12.916974,77.62346600000002,10:41:48,12.916974,77.62346600000002,10:51:35,865,0,38508
12.912237,77.625862,10:52:15,12.911553999999999,77.626114,10:55:16,453,0,39135
12.838153,77.65853100000002,11:16:10,12.845477,77.66439100000002,11:26:05,1352,0,40570
12.917491,77.624367,13:48:16,12.917491,77.624367,13:49:37,102,0,49696
12.836561999999999,77.657829,14:33:55,12.836561999999999,77.657829,14:43:52,227,0,52435
12.836561999999999,77.657829,14:44:02,12.845410000000001,77.661186,14:53:59,1031,1,53042
12.917383000000001,77.623863,15:26:54,12.917383000000001,77.623863,15:36:51,593,0,55614
12.917383000000001,77.623863,15:57:16,12.912828,77.625488,16:07:10,537,0,57436
12.837133,77.658142,16:37:43,12.837133,77.658142,16:47:41,100,0,59863
12.837133,77.658142,16:57:59,12.844516,77.660172,17:07:57,776,0,61079
12.844516,77.660172,17:08:07,12.845547,77.667343,17:13:05,755,1,61687
12.913288,77.638145,17:42:58,12.916159,77.632301,17:52:49,1169,0,63778
12.916159,77.632301,17:52:59,12.915463,77.62400799999998,18:02:57,1028,1,64379
12.846378,77.67234,18:28:00,12.846378,77.67234,18:37:59,108,0,66480
12.846378,77.67234,18:48:12,12.847430000000001,77.67446899999999,18:58:09,436,0,67692
12.838587,77.65884399999999,19:08:28,12.842657,77.66037,19:18:25,1242,0,68908
12.914242,77.63239300000002,19:55:38,12.916597,77.631226,20:05:36,692,0,71738
12.916597,77.631226,20:05:47,12.911978999999999,77.625977,20:15:44,1488,1,72347
12.972382000000001,77.582138,22:46:22,12.974589,77.577309,22:56:19,1626,0,81982
12.974589,77.577309,22:56:29,12.974589,77.577309,23:06:27,206,1,82589
12.974589,77.577309,23:06:37,12.974589,77.577309,23:10:55,207,2,83197
